benchmark_id,strategy,query,difficulty,retrieval_challenge,precision_at_k,recall_at_k,hit,reciprocal_rank,map_at_k,r_precision,ndcg_at_k,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
39,chunk_semantic,Sprint planning meeting summary,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,34.91,,meeting,,,Meetings,,"107,106","107,466,498,294,56,216,554,203,344,423,438,106,448,352,617,175,538,567,704,804",
40,chunk_semantic,Timeline for the beta launch,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,37.66,,todo,,,To Do,,"89,91","498,466,233,620,553,107,255,442,755,855,955,1055,554,453,448,564,134,655,550,700",
41,chunk_semantic,Don't forget to buy milk,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,37.11,,todo,,,To Do,,76,"76,322,475,84,286,77,79,78,83,82,281,341,190,212,437,133,601,109,557,81",
42,chunk_semantic,How does Redis eviction work?,easy,,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,37.76,,question,,,Questions,,"103,73,61","103,73,643,673,773,873,973,1073,433,705,805,905,1005,1105,269,724,824,924,1024,346",
43,chunk_semantic,Ideas for improving KnowledgeVault,medium,,0.2,0.2,True,1.0,0.2,0.2,0.3392,36.46,,idea,,,Ideas,,"86,87,88,89,90","90,638,125,428,728,828,928,1028,57,89,88,555,413,95,247,262,603,185,97,251",
44,chunk_semantic,Docker commands cheat sheet,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,39.35,,reference,,,Reference Notes,,"72,75","72,75,192,105,355,688,788,888,988,1088,295,138,491,722,822,922,1022,500,672,772",
45,chunk_semantic,Tell Sid about the hackathon,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,35.32,,communication,,,Things to Tell Sid,,"55,54","55,54,448,423,57,56,542,324,319,535,463,247,436,449,624,294,553,442,755,855",
46,chunk_semantic,System design interview study,medium,,0.4,0.5,True,1.0,0.5,0.5,0.6367,36.21,,study,,,Study Tasks,,"70,99,59,60","70,99,360,309,540,106,199,344,116,392,352,102,88,95,442,755,855,955,1055,114",
47,chunk_semantic,Weekly sync notes,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,35.99,,meeting,,,Meetings,,"106,107","372,620,444,203,565,631,87,637,733,833,933,1033,82,393,202,285,582,430,331,216",
48,chunk_semantic,Budget and monthly expenses,medium,,0.2,0.5,True,1.0,0.5,0.5,0.6131,35.29,,todo,,,To Do,,"82,77","82,216,281,606,535,393,341,403,490,635,573,331,77,115,601,407,162,577,368,538",
49,chunk_semantic,Health checkup and appointments,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,37.47,,todo,,,To Do,,"78,79,80","79,601,559,475,575,175,231,109,198,82,609,111,606,201,70,157,200,438,355,688",
50,chunk_semantic,What are PostgreSQL index types?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,36.61,,question,,,Questions,,"104,74,58","104,417,731,831,931,1031,58,280,139,686,786,886,986,1086,74,567,704,804,904,1004",
108_tp_62f888,chunk_semantic,What are useful Python tips and tricks I've learned?,easy,semantic,0.0,0.0,False,0.0667,0.0,0.0,0.0,42.58,,study,,,Study - Python,,"108,174,177,206,232,239,272,283","266,751,851,951,1051,464,745,845,945,1045,357,388,318,633,108,235,69,327,284,483",
108_tp_89ce75,chunk_semantic,Show my Python programming notes,easy,lexical,0.0,0.0,False,0.0667,0.0,0.0,0.0,37.17,,study,,,Study - Python,,"108,174,177,206,232,239,272,283","258,709,809,909,1009,444,110,87,583,699,799,899,999,1099,177,266,751,851,951,1051",
170_tp_39fb15,chunk_semantic,How does Python async programming work?,medium,semantic,0.2,0.1,True,1.0,0.1,0.4,0.3392,37.6,,study,,,Study - Python,,"170,283,304,359,364,372,471,661,662,663","304,734,834,934,1034,359,283,662,762,862,962,1062,563,471,663,763,863,963,1063,572",
130_tp_e144a1,chunk_semantic,What git commands and workflows have I noted?,easy,semantic,0.4,0.2,True,0.5,0.09,0.2,0.3452,37.51,,reference,,,Reference - Git,,"130,135,144,169,229,272,317,328,366,395","612,328,614,501,169,497,719,819,919,1019,646,72,193,679,779,879,979,1079,395,311",
130_tp_832398,chunk_semantic,Git tips and tricks,easy,lexical,0.2,0.1,True,0.5,0.05,0.1,0.214,36.05,,reference,,,Reference - Git,,"130,135,144,169,229,272,317,328,366,395","646,328,497,719,819,919,1019,614,192,501,522,612,366,400,395,440,330,224,352,62",
65_tp_3e802c,chunk_semantic,What do I know about RAG systems?,medium,semantic,0.2,0.1,True,0.2,0.02,0.3,0.1312,36.92,,study,,,Study - AI,,"65,114,186,197,219,222,267,296,310,376","386,595,470,600,310,197,565,222,485,436,446,730,830,930,1030,510,492,70,74,625",
65_tp_034576,chunk_semantic,Retrieval augmented generation notes,easy,lexical,0.4,0.2,True,1.0,0.1667,0.2,0.5087,35.82,,study,,,Study - AI,,"65,114,186,197,219,222,267,296,310,376","65,184,186,398,86,289,492,623,486,702,802,902,1002,1102,625,487,648,88,531,683",
168_tp_f44ea2,chunk_semantic,Notes about embeddings and vector search,medium,semantic,0.4,0.2,True,1.0,0.15,0.2,0.4852,37.01,,study,,,Study - AI,,"168,183,228,289,298,323,376,486,487,523","228,196,66,298,726,826,926,1026,333,64,648,590,492,531,683,783,883,983,1083,67",
60_tp_438fb0,chunk_semantic,Large language model notes and findings,medium,semantic,0.2,0.1,True,1.0,0.1,0.1,0.3392,37.81,,study,,,Study - AI,,"60,119,122,136,143,186,251,268,313,329","186,404,708,808,908,1008,1108,487,221,349,196,648,430,533,721,821,921,1021,87,298",
67_tp_248b82,chunk_semantic,Notes about reranking in search systems,hard,semantic,0.6,0.3,True,1.0,0.3,0.3,0.7227,36.31,,study,,,Study - AI,,"67,119,123,176,386,648,676,776,876,976","176,67,119,305,58,333,213,729,829,929,1029,619,252,696,796,896,996,1096,402,215",
90_tp_bed875,chunk_semantic,RAG and retrieval evaluation metrics,hard,multi_hop,0.6,0.4286,True,0.5,0.2738,0.4286,0.5296,37.79,,study,,,Study - AI,,"90,119,310,402,485,487,595","386,595,485,310,470,492,186,523,487,402,565,213,729,829,929,1029,446,730,830,930",
90_tp_c1f487,chunk_semantic,How do I measure retrieval quality?,hard,semantic,0.6,0.375,True,1.0,0.3021,0.375,0.6548,35.23,,study,,,Study - AI,,"90,119,210,310,402,485,487,595","485,86,310,402,186,213,729,829,929,1029,518,718,818,918,1018,184,595,533,721,821",
130_tp_d166fd,chunk_semantic,Prompting techniques and tips,medium,semantic,0.6,0.3,True,1.0,0.26,0.3,0.6844,36.35,,study,,,Study - AI,,"130,191,264,268,406,436,446,456,467,493","406,264,294,507,268,682,782,882,982,1082,468,154,459,70,199,352,592,263,110,236",
103_tp_bee00a,chunk_semantic,Caching strategies and implementations,medium,semantic,0.0,0.0,False,0.1429,0.0,0.3,0.0,36.3,,study,,,Study - System Design,,"103,124,146,237,269,275,284,295,318,336","61,93,644,602,467,520,318,124,146,547,530,738,838,938,1038,516,711,811,911,1011",
71_tp_b1348d,chunk_semantic,Message queue and event streaming notes,medium,semantic,0.0,0.0,False,0.0625,0.0,0.0,0.0,37.85,,study,,,Study - System Design,,"71,102,144,174,200,218,238,269,297,304","450,671,771,871,971,1071,392,372,203,246,684,784,884,984,1084,238,744,844,944,1044",
70_tp_c5e045,chunk_semantic,System design interview prep notes,medium,semantic,0.6,0.3,True,1.0,0.275,0.4,0.6992,36.67,,study,,,Study - System Design,,"70,145,255,267,305,309,334,344,346,360","70,360,106,309,99,540,392,352,344,294,442,755,855,955,1055,528,199,110,95,134",
58_tp_257a95,chunk_semantic,PostgreSQL database notes,medium,lexical,0.4,0.2,True,1.0,0.2,0.3,0.5531,37.4,,study,,,Study - PostgreSQL,,"58,66,74,104,139,144,168,175,215,267","74,144,417,731,831,931,1031,58,425,367,628,732,832,932,1032,139,686,786,886,986",
61_tp_89afdd,chunk_semantic,Redis usage and patterns,easy,lexical,0.2,0.1,True,1.0,0.1,0.1,0.3392,35.08,,study,,,Study - Redis,,"61,73,92,103,124,146,157,174,237,246","73,269,724,824,924,1024,643,673,773,873,973,1073,61,421,746,846,946,1046,92,346",
72_tp_c8e7e1,chunk_semantic,Docker and containerization notes,easy,lexical,0.8,0.4,True,1.0,0.4,0.5,0.8688,36.85,,study,,,Study - Docker,,"72,75,91,105,118,138,188,192,242,295","72,105,75,192,491,722,822,922,1022,118,712,812,912,1012,138,295,242,500,672,772",
72_tp_808bd0,chunk_semantic,What Docker tips have I collected?,easy,semantic,1.0,0.5,True,1.0,0.5,0.5,1.0,38.41,,reference,,,Reference - Docker,,"72,75,91,105,118,138,188,192,242,295","72,192,105,295,75,491,722,822,922,1022,138,188,355,688,788,888,988,1088,118,712",
68_tp_d59df1,chunk_semantic,FastAPI development notes,medium,lexical,0.2,0.1,True,1.0,0.1,0.2,0.3392,35.66,,study,,,Study - FastAPI,,"68,132,145,165,167,266,272,313,350,365","68,471,663,763,863,963,1063,165,725,825,925,1025,266,751,851,951,1051,106,132,658",
57_tp_c30342,chunk_semantic,KnowledgeVault project notes,easy,lexical,0.4,0.2,True,1.0,0.14,0.6,0.4704,38.0,,reference,,,Reference - KnowledgeVault,,"57,88,89,90,91,94,95,96,97,107","57,125,262,638,95,90,88,96,89,428,728,828,928,1028,555,247,413,251,97,185",
57_tp_5bc303,chunk_semantic,What decisions have I made for the KnowledgeVault project?,medium,multi_hop,0.0,0.0,False,0.1111,0.0,0.0,0.0,38.65,,reference,,,Reference - KnowledgeVault,,"88,89,90,91,95,96,97","638,428,728,828,928,1028,413,57,90,95,125,262,88,555,185,107,89,603,251,247",
56_tp_7b886e,chunk_semantic,What meetings have I had?,easy,semantic,0.0,0.0,False,0.1667,0.0,0.2,0.0,37.88,,event,,,Meetings,,"56,106,107,149,170,233,251,283,304,359","371,438,559,575,609,107,263,56,203,442,755,855,955,1055,288,344,498,448,382,601",
233_tp_b305bf,chunk_semantic,What are my pending tasks and deadlines?,easy,semantic,0.2,1.0,True,0.3333,0.3333,0.0,0.5,36.0,,todo,,,Tasks,,233,"498,453,233,647,59,550,700,800,900,1000,1100,566,710,810,910,1010,198,504,174,392",
78_tp_db66ee,chunk_semantic,What health appointments do I have?,easy,semantic,0.2,0.1,True,1.0,0.1,0.3,0.3392,38.14,,reminder,,,Appointments,,"78,79,109,157,201,210,212,226,231,355","79,601,559,475,575,609,198,173,78,231,175,288,76,322,82,83,200,631,356,224",
77_tp_c2ce55,chunk_semantic,What payments and bills do I need to make?,easy,semantic,0.2,0.1,True,0.5,0.05,0.1,0.214,71.72,,todo,,,Bills,,"77,120,126,128,131,137,140,144,160,162","341,77,82,76,178,368,601,635,393,573,322,606,331,216,162,415,160,140,403,281",
76_tp_d5a3f9,chunk_semantic,What is on my shopping list?,easy,lexical,0.4,1.0,True,0.5,0.45,0.5,0.6241,42.52,,todo,,,Shopping,,"76,322","393,322,475,606,76,605,115,216,202,358,82,325,229,690,790,890,990,1090,77,267",
55_tp_1c812c,chunk_semantic,Show all my reminders,easy,semantic,0.0,0.0,False,0.0833,0.0,0.0,0.0,39.75,,reminder,,,Reminders,,"55,152,212,312,542,557","56,290,550,700,800,900,1000,1100,382,475,216,312,348,664,764,864,964,1064,375,735",
82_tp_feed7d,chunk_semantic,My budget and expense tracking notes,easy,semantic,0.4,0.2,True,1.0,0.1667,0.2,0.5087,34.83,,todo,,,Finance,,"82,153,202,210,216,254,281,291,331,345","82,606,216,393,285,444,178,87,341,403,202,459,77,115,290,525,322,605,371,372",
81_tp_4afce2,chunk_semantic,My travel plans and notes,easy,semantic,0.0,0.0,False,0.0909,0.0,0.0,0.0,36.02,,todo,,,Travel,,"81,115,126,128,130,171,175,176,178,186","290,444,393,322,77,82,106,606,87,216,81,115,203,627,285,190,475,225,212,107",
173_tp_d9566a,chunk_semantic,Fitness and workout notes,easy,semantic,0.0,0.0,False,0.0526,0.0,0.0,0.0,35.93,,todo,,,Health,,"173,185,202,232,246,291,317,380,392,433","631,481,444,87,83,482,621,107,203,290,110,637,733,833,933,1033,286,212,202,285",
85_tp_6a3292,chunk_semantic,My startup ideas and business notes,easy,semantic,0.2,0.1,True,1.0,0.1,0.2,0.3392,35.13,,idea,,,Ideas - Startups,,"85,86,117,120,125,128,131,134,143,157","85,459,525,444,617,134,496,87,290,285,203,141,178,106,554,441,255,382,166,685",
85_tp_aeedec,chunk_semantic,What business ideas have I documented?,easy,semantic,0.2,0.1,True,0.3333,0.0333,0.1,0.1696,36.91,,idea,,,Ideas,,"85,86,117,120,125,128,131,134,143,157","225,459,85,178,382,413,308,391,141,240,330,441,309,82,606,607,753,853,953,1053",
54_tp_6e7d12,chunk_semantic,Things I need to tell Sid,easy,lexical,0.8,0.4,True,1.0,0.38,0.6,0.8539,36.6,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220,225,247","54,56,55,423,57,247,294,230,203,268,682,782,882,982,1082,442,755,855,955,1055",
54_tp_68cb9e,chunk_semantic,Things to discuss with Sid at the next meeting,easy,semantic,0.8,0.4,True,1.0,0.38,0.6,0.8539,38.02,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220,225,247","56,54,57,423,55,247,203,442,755,855,955,1055,294,230,448,185,175,268,682,782",
54_tp_a4d45e,chunk_semantic,Message to send to Siddhant about backend,medium,lexical_gap,0.8,0.4,True,1.0,0.3217,0.4,0.786,39.61,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220,225,247","56,423,54,55,57,392,106,91,372,541,743,843,943,1043,101,132,658,758,858,958",
518_tp_583ff7,chunk_semantic,Reciprocal Rank Fusion,medium,exact_phrase,1.0,1.0,True,1.0,1.0,1.0,1.0,35.74,,study,,,Study - AI,,"518,718,818,918,1018","518,718,818,918,1018,67,649,176,259,119,252,696,796,896,996,1096,305,590,321,707",
1024_tp_8759f9,chunk_semantic,Redis vs Kafka — when to use each,hard,comparison,0.0,0.0,False,0.1667,0.0,0.0,0.0,39.25,,study,,,Study - System Design,,"1024,771,773,520","73,269,724,824,924,1024,643,673,773,873,973,1073,450,671,771,871,971,1071,301,61",
108_tp_d16fba,chunk_semantic,Resources for learning backend development,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,37.36,,study,,,Study - Backend,,"132,68,165,108,206,174,177,145","106,61,357,96,101,330,439,155,266,751,851,951,1051,272,528,110,166,685,785,885",
0_tp_6cd1aa,chunk_semantic,Notes about Fortran programming,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,33.47,,general,,,General,,,"311,465,619,471,663,763,863,963,1063,547,566,710,810,910,1010,528,416,266,751,851",
0_tp_b73b18,chunk_semantic,My notes on ancient Roman history,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,34.04,,general,,,General,,,"290,565,235,444,360,477,87,230,240,529,106,372,110,375,735,835,935,1035,492,637",
0_tp_fe75c4,chunk_semantic,Cooking recipes I've saved,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,38.31,,general,,,General,,,"322,475,71,286,281,444,76,416,582,458,290,438,382,69,359,75,130,105,472,61",
1028_tp_65ec5f,chunk_semantic,KnowledgeVault RAG pipeline decisions and findings,hard,multi_hop,0.0,0.0,False,0.0769,0.0,0.0,0.0,34.98,,reference,,,Reference - KnowledgeVault,,"1030,1032,533","310,90,428,728,828,928,1028,638,446,730,830,930,1030,57,88,125,185,89,413,251",
1028_tp_2e0731,chunk_semantic,What benchmark results have I recorded for KnowledgeVault retrieval?,hard,multi_hop,0.2,0.3333,True,0.25,0.0833,0.0,0.2021,36.55,,reference,,,Reference - KnowledgeVault,,"1032,523,402","310,90,251,402,88,213,729,829,929,1029,89,555,96,523,595,262,485,625,375,735",
77_tp_d33a9c,chunk_semantic,What have I been working on this month?,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,35.87,,general,,,General,,149,"453,82,498,375,735,835,935,1035,77,79,248,631,216,647,382,528,198,601,240,286",
77_tp_c2c25c,chunk_semantic,Recent notes and activities,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,35.11,,general,,,General,,"149,286","444,290,87,203,372,565,453,249,106,375,735,835,935,1035,240,486,702,802,902,1002",
1026_tp_74f5bc,chunk_semantic,My study notes on AI and machine learning,easy,synthesis,0.0,0.0,False,0.0,0.0,0.0,0.0,39.19,,study,,,Study - AI,,"1026,774,1030,510,523,268,267,782","529,416,230,619,87,444,496,85,235,528,617,166,685,785,885,985,1085,122,143,333",
54_tp_636e21,chunk_semantic,Messages I need to send Siddhant,easy,lexical_gap,0.8,0.5,True,1.0,0.4021,0.5,0.786,36.9,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220","56,423,55,54,57,392,256,463,450,671,771,871,971,1071,524,371,203,624,129,268",
54_tp_d0b55d,chunk_semantic,Pending conversations with Sid,easy,semantic,0.8,0.5,True,1.0,0.4437,0.625,0.8304,36.15,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220","56,54,423,55,57,247,203,371,268,682,782,882,982,1082,230,263,356,191,198,442",
54_tp_e69fe7,chunk_semantic,Notes about Sid and our project discussions,medium,semantic,0.8,0.5,True,1.0,0.4021,0.5,0.786,36.29,,communication,,,Things to Tell Sid,,"54,55,56,57,117,187,203,220","57,423,56,54,55,247,442,755,855,955,1055,106,203,185,230,99,624,413,453,235",
85_tp_712892,chunk_semantic,Business concepts I want to explore,easy,semantic,0.2,0.125,True,0.25,0.0312,0.125,0.1461,35.4,,idea,,,Ideas,,"85,86,117,131,134,143,157,166","360,225,309,166,685,785,885,985,1085,496,391,178,262,468,308,85,459,617,528,428",
85_tp_46bae2,chunk_semantic,Product ideas I have noted down,easy,semantic,0.2,0.125,True,0.5,0.0625,0.25,0.214,35.89,,idea,,,Ideas,,"85,86,117,131,134,143,157,166","382,85,322,325,202,459,475,134,178,117,76,82,133,392,496,97,225,378,442,755",
85_tp_97280d,chunk_semantic,Entrepreneurship and venture ideas,medium,lexical_gap,0.4,0.25,True,1.0,0.25,0.25,0.5531,35.32,,idea,,,Ideas,,"85,86,117,131,134,143,157,166","85,166,685,785,885,985,1085,391,594,155,413,208,131,617,459,441,426,496,525,529",
77_tp_c85047,chunk_semantic,Outstanding financial obligations,medium,lexical_gap,0.0,0.0,False,0.1667,0.0,0.125,0.0,35.3,,todo,,,Bills,,"77,120,126,128,131,137,140,144","82,210,371,341,411,140,635,403,393,162,368,308,370,689,789,889,989,1089,103,216",
77_tp_573aa5,chunk_semantic,Payments I still need to make,easy,semantic,0.4,0.25,True,0.25,0.0813,0.25,0.2773,38.27,,todo,,,Bills,,"77,120,126,128,131,137,140,144","341,160,635,140,77,368,312,178,331,80,411,573,162,393,103,76,82,539,399,403",
77_tp_e477f7,chunk_semantic,Monthly expenses and dues,medium,semantic,0.0,0.0,False,0.0909,0.0,0.0,0.0,39.92,,todo,,,Bills,,"77,120,126,128,131,137,140,144","82,216,341,606,281,635,393,403,368,601,77,490,535,573,79,331,411,178,210,115",
78_tp_c31b3d,chunk_semantic,Medical appointments on my calendar,easy,semantic,0.2,0.125,True,1.0,0.125,0.25,0.3392,42.41,,todo,,,To Do,,"78,79,109,157,201,210,212,226","79,559,601,175,198,231,575,78,56,620,617,475,448,54,609,111,59,82,70,351",
78_tp_d52f8d,chunk_semantic,Healthcare and wellness reminders,easy,lexical_gap,0.2,0.125,True,1.0,0.125,0.25,0.3392,41.04,,reminder,,,Appointments,,"78,79,109,157,201,210,212,226","79,475,317,392,322,201,601,56,202,82,83,482,575,212,76,77,622,557,355,688",
61_tp_0bc3d9,chunk_semantic,In-memory datastore behavior notes,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,45.37,,study,,,Study - Redis,,"61,73,92,103,157,174,269,303","275,706,806,906,1006,1106,537,644,146,364,661,761,861,961,1061,419,556,144,124,412",
61_tp_d58d06,chunk_semantic,Cache eviction policy details,medium,semantic,0.2,0.125,True,1.0,0.125,0.25,0.3392,47.26,,study,,,Study - Redis,,"61,73,92,103,157,174,269,303","103,520,318,467,80,534,61,644,579,736,836,936,1036,415,93,244,275,706,806,906",
56_tp_3888f9,chunk_semantic,Team meetings I have attended,easy,semantic,0.2,0.125,True,1.0,0.125,0.125,0.3392,40.78,,event,,,Meetings,,"56,106,107,149,170,233,251,283","107,263,448,438,609,294,371,125,149,352,56,141,81,233,106,100,554,423,175,185",
56_tp_b7d172,chunk_semantic,Sprint retrospective and planning notes,easy,lexical_gap,0.4,0.25,True,1.0,0.175,0.25,0.4704,51.91,,event,,,Meetings,,"56,106,107,149,170,233,251,283","107,203,466,372,106,617,82,294,290,344,100,498,550,700,800,900,1000,1100,87,620",
56_tp_1162c8,chunk_semantic,Sync notes with the team,easy,semantic,0.2,0.125,True,0.25,0.0312,0.125,0.1461,44.87,,meeting,,,Meetings,,"56,106,107,149,170,233,251,283","372,203,444,149,125,87,637,733,833,933,1033,290,604,246,684,784,884,984,1084,106",
56_tp_59ba00,chunk_semantic,Weekly standup summaries,easy,semantic,0.2,0.125,True,0.5,0.0625,0.125,0.214,44.74,,meeting,,,Meetings,,"56,106,107,149,170,233,251,283","87,107,565,453,240,631,375,735,835,935,1035,360,230,595,175,623,492,448,554,558",
57_tp_d91b61,chunk_semantic,KnowledgeVault project milestones and deliverables,medium,semantic,0.4,0.25,True,0.3333,0.1042,0.25,0.3156,39.03,,project,,,Projects,,"57,88,89,90,91,94,95,96","638,125,90,57,428,728,828,928,1028,413,262,88,95,185,107,555,251,89,96,247",
57_tp_92649a,chunk_semantic,What is the architecture of my main project?,hard,multi_hop,0.2,0.1429,True,0.5,0.0714,0.2857,0.214,37.28,,project,,,Projects,,"57,88,89,90,91,95,96","106,95,382,498,102,57,141,602,638,169,392,116,554,360,439,70,62,528,99,156",
57_tp_74e120,chunk_semantic,Current sprint goals for KnowledgeVault,medium,semantic,0.2,0.125,True,0.5,0.0625,0.125,0.214,36.21,,project,,,Projects,,"57,88,89,90,91,94,95,96","107,90,125,185,428,728,828,928,1028,251,57,413,89,262,638,555,88,628,732,832",
175_tp_9c7eb5,chunk_semantic,Capstone project tasks and status,medium,semantic,0.4,0.25,True,0.5,0.1458,0.25,0.3836,41.14,,project,,,Projects,,"175,190,199,225,233,263,285,382","498,233,382,653,568,607,753,853,953,1053,453,263,540,575,141,442,755,855,955,1055",
175_tp_c51da4,chunk_semantic,University project submission deadlines,easy,semantic,0.2,0.125,True,1.0,0.125,0.125,0.3392,35.79,,project,,,Projects,,"175,190,199,225,233,263,285,382","233,498,411,453,620,635,403,141,344,521,506,607,753,853,953,1053,626,415,198,382",
113_tp_6bba32,chunk_semantic,My personal reflections and journal entries,easy,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,31.89,,general,,,General,,"113,149,152,162,166,191","290,472,485,234,230,565,550,700,800,900,1000,1100,506,267,141,413,582,56,364,661",
113_tp_ff1a3d,chunk_semantic,What did I realize recently?,hard,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,37.75,,general,,,General,,"113,149,152,162,166,191","290,458,461,505,376,591,428,728,828,928,1028,77,615,332,693,793,893,993,1093,371",
113_tp_be2de4,chunk_semantic,Insights I've been writing down,medium,lexical_gap,0.0,0.0,False,0.0,0.0,0.0,0.0,35.96,,general,,,General,,"113,149,152,162,166,191","290,235,472,550,700,800,900,1000,1100,240,413,277,155,444,485,453,230,428,728,828",
56_tp_f28e5b,chunk_semantic,My career goals and direction notes,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,38.35,,general,,,General,,"56,61,91,96,101,106,114,155","166,685,785,885,985,1085,272,290,496,413,428,728,828,928,1028,107,100,185,380,680",
56_tp_e42aaa,chunk_semantic,Long-term professional planning notes,hard,lexical_gap,0.0,0.0,False,0.1429,0.0,0.125,0.0,35.31,,general,,,General,,"56,61,91,96,101,106,114,155","107,617,290,87,415,82,106,212,240,100,203,528,601,496,110,262,498,352,70,444",
85_tp_c33ed2,chunk_semantic,Time management and focus techniques,easy,semantic,0.4,0.25,True,1.0,0.25,0.25,0.5531,33.6,,reference,,,Reference - Productivity,,"85,199,224,240,248,286,429,453","240,248,565,175,279,521,550,700,800,900,1000,1100,438,224,348,664,764,864,964,1064",
85_tp_a94724,chunk_semantic,Notes on staying productive while studying,medium,lexical_gap,0.2,0.125,True,1.0,0.125,0.125,0.3392,33.98,,reference,,,Reference - Productivity,,"85,199,224,240,248,286,429,453","240,380,680,780,880,980,1080,496,356,617,434,482,120,248,348,664,764,864,964,1064",
68_tp_025916,chunk_semantic,FastAPI route and dependency injection notes,medium,semantic,0.4,0.25,True,1.0,0.25,0.25,0.5531,34.81,,reference,,,Reference - KnowledgeVault Backend,,"68,120,132,145,153,165,167,169","68,165,725,825,925,1025,471,663,763,863,963,1063,132,658,758,858,958,1058,320,602",
68_tp_f99196,chunk_semantic,Python web framework notes for FastAPI,easy,lexical_gap,0.0,0.0,False,0.0769,0.0,0.0,0.0,35.21,,study,,,Study - FastAPI,,"68,120,132,145,153,165,167,169","471,663,763,863,963,1063,266,751,851,951,1051,563,68,165,725,825,925,1025,132,658",
68_tp_9b1c89,chunk_semantic,API endpoint design patterns in FastAPI,medium,semantic,0.4,0.25,True,1.0,0.25,0.25,0.5531,34.71,,reference,,,Reference - KnowledgeVault Backend,,"68,120,132,145,153,165,167,169","68,165,725,825,925,1025,471,663,763,863,963,1063,132,658,758,858,958,1058,570,189",
55_tp_fbaf81,chunk_semantic,SQLAlchemy ORM usage patterns,medium,lexical,0.2,0.125,True,1.0,0.125,0.125,0.3392,36.05,,reference,,,Reference - KnowledgeVault Backend,,"55,58,69,85,98,123,129,132","69,206,363,394,723,823,923,1023,544,589,659,759,859,959,1059,365,694,794,894,994",
55_tp_e342eb,chunk_semantic,Database session management in Python,medium,semantic,0.0,0.0,False,0.0714,0.0,0.0,0.0,35.3,,study,,,Study - FastAPI,,"55,58,69,85,98,123,129,132","365,694,794,894,994,1094,483,657,757,857,957,1057,206,69,435,633,284,292,695,795",
55_tp_d34490,chunk_semantic,How do I fix N+1 query problems?,hard,semantic,0.0,0.0,False,0.0714,0.0,0.0,0.0,35.55,,question,,,Questions,,"55,58,69,85,98,123,129,132","385,589,659,759,859,959,1059,184,300,754,854,954,1054,58,398,259,402,649,123,676",
66_tp_9be255,chunk_semantic,pgvector setup and index configuration,hard,lexical,0.2,0.125,True,1.0,0.125,0.375,0.3392,34.2,,reference,,,Reference - PostgreSQL,,"66,168,215,298,323,337,367,500","323,742,842,942,1042,66,58,500,672,772,872,972,1072,417,731,831,931,1031,104,280",
66_tp_72bd4f,chunk_semantic,Vector similarity search configuration,hard,semantic,0.4,0.25,True,0.5,0.1458,0.25,0.3836,37.56,,study,,,Study - AI,,"66,168,215,298,323,337,367,500","333,66,168,252,696,796,896,996,1096,228,67,298,726,826,926,1026,215,681,781,881",
59_tp_a4350a,chunk_semantic,Algorithm and data structure study notes,medium,lexical,0.2,0.125,True,0.5,0.0625,0.125,0.214,36.14,,study,,,Study - Algorithms,,"59,60,182,204,215,224,244,247","66,60,465,619,354,545,562,530,738,838,938,1038,215,681,781,881,981,1081,219,528",
59_tp_a3126e,chunk_semantic,Competitive programming problem patterns,hard,semantic,0.0,0.0,False,0.0833,0.0,0.0,0.0,36.45,,study,,,Study - Algorithms,,"59,60,182,204,215,224,244,247","302,117,460,701,801,901,1001,1101,265,562,504,204,566,710,810,910,1010,327,529,199",
59_tp_fe7b32,chunk_semantic,How do I solve graph traversal problems?,medium,semantic,0.4,0.25,True,1.0,0.2083,0.25,0.5087,37.28,,question,,,Questions,,"59,60,182,204,215,224,244,247","60,545,215,681,781,881,981,1081,342,667,767,867,967,1067,204,536,619,347,668,768",
